Stock quote and option quote for AIG on 9/1/19 18:03:02

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
52.04,N,-.42,51.70,P,52.25,P,5 x 5,"4,565,049",52.88,52.88,51.80

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.46%,-650.5,.32,Q,9/16/19,57.585,36.16,"869,908,300",0.82

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG210115C15,0,5,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.13%,0.00%,36.950,36 x 36,36,36,0.00%,39.61,39.61,X,0,0,0,34.55,B,39.35,B,15 JAN 21,15,0,Q,.55,B,AIG210115P15,0,306,-.016,.001,-.001,.025,-.015,59.45%,.27518304,18.33%,1.87%,7.71%,13.49%,92.29%,0.38%,<empty>,.275,0 x 161,0,161,0.00%,.05,.05,H,0,0,0,,
,,AIG210115C18,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.13%,0.00%,33.950,30 x 1,30,1,0.00%,22.95,22.95,N,0,0,0,31.50,M,36.40,B,15 JAN 21,18,0,X,.80,B,AIG210115P18,0,66,-.025,.002,-.002,.035,-.022,55.16%,.40006582,22.22%,2.27%,9.57%,16.80%,90.43%,0.56%,<empty>,.400,0 x 161,0,161,0.00%,.48,.48,N,0,0,0,,
,,AIG210115C20,0,0,.863,.001,-.004,.064,.047,76.57%,32.23,<empty>,<empty>,72.84%,44.11%,27.16%,0.26%,0.26%,32.225,36 x 36,36,36,0.00%,20.90,20.90,N,0,0,0,30.20,B,34.25,B,15 JAN 21,20,.05,H,.70,M,AIG210115P20,0,223,-.026,.002,-.002,.037,-.023,49.46%,.37507365,18.75%,1.91%,8.91%,15.83%,91.09%,0.52%,<empty>,.375,42 x 231,42,231,0.00%,.05,.05,X,0,0,0,,
,,AIG210115C23,0,5,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.16%,0.00%,28.925,36 x 36,36,36,0.00%,29.93,29.93,C,0,0,0,26.80,B,31.05,B,15 JAN 21,23,.04,Z,.80,B,AIG210115P23,0,366,-.033,.003,-.002,.044,-.029,43.94%,.42013001,18.26%,1.86%,9.46%,16.96%,90.54%,0.59%,<empty>,.420,30 x 161,30,161,0.00%,.23,.23,Q,0,0,0,,
,,AIG210115C25,0,6,.882,.002,-.003,.068,.056,51.97%,27.10,<empty>,<empty>,81.24%,32.55%,18.76%,0.08%,0.08%,27.100,36 x 36,36,36,0.00%,22.00,22.00,P,0,0,0,24.85,B,29.35,B,15 JAN 21,25,0,Z,1.10,B,AIG210115P25,0,434,-.042,.003,-.002,.055,-.037,42.48%,.55005675,22.00%,2.25%,11.34%,20.33%,88.66%,0.77%,<empty>,.550,0 x 161,0,161,0.00%,.40,.40,B,0,0,0,,
,,AIG210115C28,0,0,.885,.003,-.003,.075,.078,44.25%,24.25,<empty>,<empty>,82.17%,31.50%,17.83%,0.29%,0.29%,24.250,36 x 36,36,36,<empty>,0,0, ,0,0,0,22.10,B,26.40,B,15 JAN 21,28,.16,B,.98,B,AIG210115P28,0,108,-.050,.005,-.002,.063,-.043,37.11%,.57041936,20.36%,2.08%,11.68%,21.16%,88.32%,0.80%,<empty>,.570,161 x 177,161,177,0.00%,.90,.90,W,0,0,0,,
,,AIG210115C30,0,138,.895,.004,-.002,.072,.076,37.38%,22.15,<empty>,<empty>,84.66%,27.61%,15.34%,0.15%,0.15%,22.150,36 x 36,36,36,0.00%,23.93,23.93,M,0,0,0,20.25,B,24.05,B,15 JAN 21,30,.31,B,1.23,X,AIG210115P30,0,238,-.066,.006,-.003,.078,-.057,36.35%,.77021552,25.67%,2.63%,14.38%,25.98%,85.62%,1.07%,<empty>,.770,161 x 211,161,211,0.00%,.56,.56,X,0,0,0,,
,,AIG210115C33,0,0,.888,.006,-.002,.086,.121,33.16%,19.38,<empty>,<empty>,83.14%,30.54%,16.86%,0.47%,0.47%,19.375,36 x 36,36,36,0.00%,21.00,21.00,Z,0,0,0,18.65,B,20.10,B,15 JAN 21,33,.63,B,1.04,B,AIG210115P33,0,"1,044",-.080,.008,-.003,.090,-.067,31.91%,.83505917,25.30%,2.60%,15.57%,28.34%,84.43%,1.17%,<empty>,.835,36 x 137,36,137,0.00%,.65,.65,Q,0,0,0,,
,,AIG210115C35,0,401,.915,.007,-.001,.066,.078,25.14%,17.08,<empty>,<empty>,88.02%,22.23%,11.98%,0.05%,0.05%,17.075,24 x 36,24,36,0.00%,19.00,19.00,P,0,0,0,16.00,Z,18.15,B,15 JAN 21,35,.83,B,1.32,B,AIG210115P35,0,540,-.101,.009,-.003,.107,-.085,30.97%,1.08,30.71%,3.17%,18.61%,33.81%,81.39%,1.50%,<empty>,1.075,128 x 161,128,161,0.00%,.96,.96,E,0,0,0,,
,,AIG210115C38,0,0,.839,.012,-.003,.129,.217,30.07%,15.13,<empty>,<empty>,75.69%,43.94%,24.31%,1.51%,1.51%,15.125,20 x 161,20,161,<empty>,0,0, ,0,0,0,13.70,H,16.55,B,15 JAN 21,38,1.54,Q,1.86,Z,AIG210115P38,16,530,-.146,.012,-.004,.139,-.124,30.87%,1.70,44.74%,4.68%,25.16%,45.36%,74.84%,2.37%,<empty>,1.700,5 x 30,5,30,+14.39%,1.59,1.59,Q,1.56,1.70,1.56,,
,,AIG210115C40,2,"10,532",.873,.016,-.002,.108,.204,21.11%,12.47,<empty>,<empty>,81.93%,33.58%,18.07%,0.61%,0.61%,12.475,33 x 1,33,1,-10.73%,12.90,12.90,Z,13.10,13.10,12.90,11.85,Z,13.10,B,15 JAN 21,40,1.87,N,2.00,Q,AIG210115P40,11,"3,659",-.171,.014,-.004,.154,-.145,28.94%,1.94,48.38%,5.08%,27.89%,50.35%,72.11%,2.70%,<empty>,1.935,4 x 5,4,5,+12.07%,1.95,1.95,Q,2.00,2.00,1.95,,
,,AIG210115C42,1,"10,323",.812,.019,-.003,.149,.263,22.78%,11.13,<empty>,<empty>,74.04%,47.68%,25.96%,1.51%,1.51%,11.125,24 x 1,24,1,-17.39%,11.40,11.40,P,11.40,11.40,11.40,10.65,Z,11.60,B,15 JAN 21,42,2.24,P,2.50,Q,AIG210115P42,27,"4,710",-.206,.016,-.005,.172,-.173,28.04%,2.37,56.43%,5.98%,32.00%,57.64%,68.00%,3.31%,<empty>,2.370,7 x 5,7,5,+6.52%,2.45,2.45,N,2.50,2.50,2.40,,
,,AIG210115C45,11,"2,439",.731,.023,-.004,.189,.294,23.36%,9.15,<empty>,<empty>,64.43%,64.61%,35.57%,2.94%,2.94%,9.150,23 x 1,23,1,-19.57%,9.25,9.25,P,9.60,9.60,9.25,8.70,Z,9.60,P,15 JAN 21,45,3.30,Z,3.50,N,AIG210115P45,10,986,-.269,.019,-.006,.199,-.227,27.94%,3.40,75.56%,8.17%,39.74%,70.97%,60.26%,4.74%,<empty>,3.400,4 x 2,4,2,+6.45%,3.30,3.30,B,3.40,3.40,3.30,,
,,AIG210115C47,0,570,.669,.023,-.005,.211,.292,25.73%,8.42,<empty>,<empty>,56.57%,77.71%,43.43%,4.72%,4.72%,8.425,161 x 161,161,161,0.00%,11.88,11.88,M,0,0,0,7.70,B,9.15,B,15 JAN 21,47,3.70,B,4.25,X,AIG210115P47,5,488,-.312,.021,-.006,.212,-.261,26.76%,3.98,74.05%,9.24%,44.15%,78.70%,55.85%,5.55%,<empty>,3.975,36 x 72,36,72,+2.30%,4.00,4.00,N,4.00,4.00,4.00,,
,,AIG210115C50,0,728,.592,.027,-.005,.229,.288,23.14%,6.27,<empty>,<empty>,49.53%,90.26%,50.47%,5.91%,5.91%,6.275,161 x 161,161,161,0.00%,6.80,6.80,P,0,0,0,5.30,B,7.25,B,15 JAN 21,50,4.90,B,5.70,B,AIG210115P50,14,952,-.384,.023,-.006,.228,-.319,26.41%,5.30,63.34%,11.86%,51.85%,91.65%,48.15%,7.40%,<empty>,5.300,161 x 137,161,137,+15.22%,5.30,5.30,Q,5.30,5.30,5.30,,
,,AIG210115C52.5,0,384,.524,.027,-.005,.236,.268,24.14%,5.37,<empty>,<empty>,42.27%,96.99%,57.73%,7.50%,8.14%,5.375,4 x 137,4,137,0.00%,6.10,6.10,N,0,0,0,5.15,Q,5.60,B,15 JAN 21,52.5,6.35,B,6.80,X,AIG210115P52.5,0,436,-.445,.024,-.006,.235,-.365,26.13%,6.57,63.17%,14.32%,58.03%,97.19%,41.97%,8.53%,<empty>,6.575,137 x 97,137,97,0.00%,5.70,5.70,H,0,0,0,,
,,AIG210115C55,6,"1,162",.456,.027,-.005,.236,.245,23.66%,4.30,<empty>,<empty>,35.91%,81.39%,64.09%,6.00%,10.13%,4.300,7 x 33,7,33,-6.59%,4.25,4.25,Q,4.25,4.25,4.25,4.15,Q,4.45,Q,15 JAN 21,55,7.30,B,8.25,X,AIG210115P55,0,665,-.510,.026,-.006,.236,-.411,24.91%,7.77,74.70%,16.46%,63.95%,82.18%,36.05%,6.72%,<empty>,7.775,161 x 99,161,99,0.00%,7.92,7.92,Z,0,0,0,,
,,AIG210115C57.5,0,745,.387,.027,-.005,.229,.217,22.79%,3.29,<empty>,<empty>,29.79%,66.66%,70.21%,4.59%,12.21%,3.290,161 x 137,161,137,0.00%,3.65,3.65,Q,0,0,0,2.88,B,3.70,B,15 JAN 21,57.5,9.00,B,10.35,B,AIG210115P57.5,0,20,-.560,.024,-.006,.233,-.442,26.08%,9.68,92.96%,20.23%,69.14%,70.11%,30.86%,5.88%,<empty>,9.675,36 x 161,36,161,0.00%,19.21,19.21,C,0,0,0,,
,,AIG210115C60,0,301,.329,.026,-.005,.217,.190,22.89%,2.65,<empty>,<empty>,24.58%,54.60%,75.42%,3.69%,14.80%,2.645,30 x 137,30,137,0.00%,2.90,2.90,Z,0,0,0,2.38,Z,2.91,B,15 JAN 21,60,10.40,B,11.65,B,AIG210115P60,0,151,-.630,.025,-.005,.221,-.477,24.29%,11.03,105.93%,22.51%,74.67%,56.64%,25.33%,4.28%,<empty>,11.025,161 x 137,161,137,0.00%,10.74,10.74,Q,0,0,0,,
,,AIG210115C62.5,6,66,.265,.024,-.004,.197,.158,21.98%,1.92,<empty>,<empty>,19.39%,42.63%,80.61%,2.68%,17.27%,1.920,161 x 137,161,137,-18.52%,2.20,2.20,N,2.30,2.30,2.20,1.46,B,2.38,B,15 JAN 21,62.5,12.80,Z,13.50,B,AIG210115P62.5,0,11,-.669,.023,-.005,.211,-.486,25.46%,13.15,126.35%,26.65%,78.34%,48.36%,21.66%,3.75%,<empty>,13.150,29 x 57,29,57,0.00%,19.60,19.60,M,0,0,0,,
,,AIG210115C65,3,320,.204,.022,-.003,.171,.125,20.95%,1.32,<empty>,<empty>,14.61%,31.80%,85.39%,1.83%,19.92%,1.315,161 x 143,161,143,-2.23%,1.75,1.75,N,1.80,1.80,1.75,.74,B,1.89,B,15 JAN 21,65,14.70,Z,16.30,X,AIG210115P65,0,0,-.693,.021,-.005,.205,-.486,27.38%,15.50,148.92%,31.31%,80.85%,42.86%,19.15%,3.54%,<empty>,15.500,23 x 220,23,220,<empty>,0,0, ,0,0,0,,
,,AIG210115C70,12,43,.130,.016,-.003,.129,.082,21.00%,.76002201,<empty>,<empty>,8.82%,19.01%,91.18%,1.06%,26.12%,.760,161 x 53,161,53,+6.80%,1.10,1.10,N,1.15,1.15,1.05,.37,B,1.15,B,15 JAN 21,70,17.30,B,20.05,B,AIG210115P70,0,2,-.846,.019,-.003,.132,-.424,21.30%,18.68,179.43%,36.39%,90.93%,19.58%,9.07%,1.00%,<empty>,18.675,161 x 161,161,161,0.00%,17.20,17.20,Q,0,0,0,,
,,AIG210115C75,0,106,.088,.012,-.002,.097,.056,21.67%,.48999644,<empty>,<empty>,5.60%,12.02%,94.40%,0.68%,32.72%,.490,161 x 36,161,36,0.00%,.90,.90,M,0,0,0,.30,B,.68,Z,15 JAN 21,75,21.95,B,24.55,B,AIG210115P75,0,9,-.909,.015,-.002,.090,-.260,21.10%,23.25,223.39%,44.93%,94.80%,11.14%,5.20%,0.40%,<empty>,23.250,36 x 36,36,36,0.00%,21.05,21.05,C,0,0,0,,
,,AIG210115C80,0,104,.061,.009,-.002,.073,.039,22.34%,.3251885,<empty>,<empty>,3.63%,7.76%,96.37%,0.45%,39.47%,.325,36 x 45,36,45,0.00%,.25,.25,H,0,0,0,.18,B,.47,Z,15 JAN 21,80,27.65,B,29.75,B,AIG210115P80,2,0,-.865,.014,-.003,.122,-.409,28.60%,28.70,275.75%,55.95%,92.89%,15.59%,7.11%,1.03%,<empty>,28.700,36 x 36,36,36,<empty>,28.65,28.65,N,28.50,28.65,28.50,,
,,AIG210115C85,0,237,.066,.008,-.002,.078,.041,25.76%,.40505373,<empty>,<empty>,3.63%,7.83%,96.37%,0.57%,46.56%,.405,0 x 161,0,161,0.00%,.31,.31,N,0,0,0,0,Z,.81,B,15 JAN 21,85,31.10,B,36.00,B,AIG210115P85,0,0,-.886,.012,-.003,.107,-.450,30.36%,33.55,322.35%,65.21%,94.21%,12.71%,5.79%,0.82%,<empty>,33.550,37 x 38,37,38,0.00%,31.05,31.05,N,0,0,0,,
,,AIG210115C90,0,225,.061,.007,-.002,.074,.038,27.89%,.40038409,<empty>,<empty>,3.17%,6.85%,96.83%,0.56%,53.52%,.400,0 x 161,0,161,0.00%,.09,.09,N,0,0,0,0,Z,.80,B,15 JAN 21,90,36.00,B,40.80,T,AIG210115P90,0,0,-.906,.011,-.002,.091,-.535,31.68%,38.40,368.95%,74.42%,95.32%,10.29%,4.68%,0.61%,<empty>,38.400,37 x 12,37,12,<empty>,0,0, ,0,0,0,,
